Year_Factor,State_Factor,building_class,facility_type,floor_area,year_built,energy_star_rating,ELEVATION,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,cooling_degree_days,heating_degree_days,precipitation_inches,snowfall_inches,snowdepth_inches,avg_temp,days_below_30F,days_below_20F,days_below_10F,days_below_0F,days_above_80F,days_above_90F,days_above_100F,days_above_110F,direction_max_wind_speed,direction_peak_wind_speed,max_wind_speed,days_with_fog,site_eui,id
1,State_1,Commercial,Warehouse_Distribution_or_Shipping_center,65998,1979,51,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,1,1,,31.28368441,10
1,State_1,Commercial,Office_Uncategorized,100000,1927,81,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,1,1,,54.89753724,11
1,State_1,Commercial,Warehouse_Nonrefrigerated,128320,1960,29,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,1,1,,79.3,12
1,State_1,Commercial,Data_Center,616793,1955,13,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,1,1,,608.8395194,13
1,State_1,Commercial,Commercial_Other,53000,1924,,2.4,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,1,1,,2.69941313,14
1,State_1,Commercial,Office_Uncategorized,90045,,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,24.6,15
1,State_1,Commercial,Office_Uncategorized,74055,1949,93,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,31.98367393,16
1,State_1,Commercial,Office_Uncategorized,128800,1926,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,33.58037129,17
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,91619,1914,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,58.97889662,18
1,State_1,Commercial,Office_Medical_non_diagnostic,53280,1973,59,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,66.77932779,19
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,217710,1900,,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,76.86879707,20
1,State_1,Commercial,Office_Uncategorized,68538,1913,82,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,80.09880081,21
1,State_1,Commercial,Office_Uncategorized,90669,1962,53,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,94.47290216,22
1,State_1,Commercial,Commercial_Other,196000,1989,60,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,152.29039,23
1,State_1,Commercial,Grocery_store_or_food_market,67346,1967,26,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,287.8634479,24
1,State_1,Commercial,Grocery_store_or_food_market,124196,1954,44,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,241.932986,25
1,State_1,Commercial,Grocery_store_or_food_market,70320,1986,55,1.8,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,1,,1,12,264.0687222,26
1,State_1,Commercial,Warehouse_Nonrefrigerated,195487,1942,100,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,3.9,27
1,State_1,Commercial,Office_Uncategorized,64000,1906,100,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,16.19866457,28
1,State_1,Commercial,Education_College_or_university,99522,1912,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,24.79252489,29
1,State_1,Commercial,Office_Uncategorized,108000,1902,98,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,33.69348454,30
1,State_1,Commercial,Office_Uncategorized,151785,1927,99,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,34.58527435,31
1,State_1,Commercial,Education_College_or_university,115000,1920,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,35.09073134,32
1,State_1,Commercial,Office_Uncategorized,174765,1905,86,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,44.42611124,33
1,State_1,Commercial,Warehouse_Distribution_or_Shipping_center,55000,1997,25,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,44.69769144,34
1,State_1,Commercial,Office_Uncategorized,78389,1909,94,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,45.18292986,35
1,State_1,Commercial,Office_Uncategorized,191204,1927,74,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,50.23459615,36
1,State_1,Commercial,Office_Uncategorized,55853,2002,96,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,56.86854705,37
1,State_1,Commercial,Office_Uncategorized,239133,1979,93,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,58.9991167,38
1,State_1,Commercial,Commercial_Other,249625,1974,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,61.73842054,39
1,State_1,Commercial,Office_Uncategorized,313575,2002,90,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,61.8072715,40
1,State_1,Commercial,Office_Uncategorized,67789,1912,90,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,63.56134291,41
1,State_1,Commercial,Office_Uncategorized,384203,1905,100,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,68.26291489,42
1,State_1,Commercial,Office_Uncategorized,93567,1912,71,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,77.29228535,43
1,State_1,Commercial,Office_Uncategorized,124258,1907,70,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,78.95127929,44
1,State_1,Commercial,Office_Uncategorized,92392,1986,65,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,80.18327944,45
1,State_1,Commercial,Office_Uncategorized,195096,,77,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,81.60588218,46
1,State_1,Commercial,Education_College_or_university,73666,,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,82.09986376,47
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,325369,2002,83,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,82.28510667,48
1,State_1,Commercial,Office_Uncategorized,292929,1908,82,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,89.25002919,49
1,State_1,Commercial,Office_Uncategorized,117200,1920,57,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,89.33964518,50
1,State_1,Commercial,Office_Uncategorized,94000,1988,61,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,104.6907822,51
1,State_1,Commercial,Office_Uncategorized,110000,1987,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,110.0991758,52
1,State_1,Commercial,Office_Uncategorized,295114,1989,54,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,118.1124366,53
1,State_1,Commercial,Office_Uncategorized,118783,1923,6,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,132.963656,54
1,State_1,Commercial,Industrial,66000,1948,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,136.9263657,55
1,State_1,Commercial,Office_Uncategorized,1011213,1920,70,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,142.4781683,56
1,State_1,Commercial,Laboratory,200280,,,59.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,209.2121686,57
1,State_1,Commercial,Office_Medical_non_diagnostic,67600,1966,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,228.4,58
1,State_1,Commercial,Warehouse_Selfstorage,195000,1975,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,5.797727375,59
1,State_1,Commercial,Warehouse_Selfstorage,127900,1934,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,9.49821843,60
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,100850,1938,75,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,11.3,61
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,200000,1900,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,14.30634329,62
1,State_1,Commercial,Office_Uncategorized,90637,1983,98,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,18.2,63
1,State_1,Commercial,Office_Uncategorized,136850,1908,99,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,20.70394341,64
1,State_1,Residential,Mixed_Use_Predominantly_Commercial,55500,1914,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,21.61497717,65
1,State_1,Commercial,Education_Other_classroom,71874,1907,,120.1,36,50.5,68,35,50.58928571,73,40,53.69354839,80,41,55.5,78,46,56.85483871,84,50,60.5,90,52,62.72580645,84,52,62.16129032,85,52,64.65,90,47,63.01612903,83,43,53.8,72,36,49.27419355,71,115,2960,16.59,0,0,56.97260274,0,0,0,0,14,0,0,0,,,,,23.29145445,66
